job_id,title,company_id,location,employment_type,seniority_level,remote,description,skills_required,industry,views_count,applicants_count,status,posted_datetime,recruiter_id
2ca82de0-9ccf-43be-b25d-445d878a3fb5,Product Designer,company-0440,San Francisco, CA,INTERNSHIP,Internship,hybrid,We are looking for a talented Cloud Architect to join our growing team. You will work on challenging problems at scale.,Spark|Hadoop|Scala|Kafka,Healthcare,1347,116,closed,2026-04-01 18:45:20,recruiter-00796
48475f46-e0c3-4742-94a2-6af6dc912e1e,QA Engineer,company-0331,San Diego, CA,FULL_TIME,Mid-Senior,onsite,We are looking for a talented Data Scientist to join our growing team. You will work on challenging problems at scale.,Terraform|AWS,Media,4790,74,open,2026-04-14 18:45:20,recruiter-00658
453675cd-2667-4ef8-96b4-8b2ac8059760,Solutions Architect,company-0499,Phoenix, AZ,FULL_TIME,Mid-Senior,hybrid,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,Docker|Java,Retail,1725,261,open,2026-04-12 18:45:20,recruiter-00221
0fef3ad6-e4a0-4f49-8d93-44eb6cc8ecbd,Security Engineer,company-0185,Boston, MA,INTERNSHIP,Entry,hybrid,We are looking for a talented Sales Engineer to join our growing team. You will work on challenging problems at scale.,Ansible|GCP|Terraform,Media,247,243,open,2026-04-03 18:45:20,recruiter-00297
9ad3d9f9-76fb-461f-aa32-e16e68398a84,Software Engineer,company-0422,Denver, CO,INTERNSHIP,Director,onsite,We are looking for a talented Product Manager to join our growing team. You will work on challenging problems at scale.,Vue|UX,Retail,2743,60,open,2026-03-09 18:45:20,recruiter-00023
66e880ef-9d23-407d-80be-a2a4f3fe7bc7,Platform Engineer,company-0133,Dallas, TX,PART_TIME,Internship,remote,We are looking for a talented QA Engineer to join our growing team. You will work on challenging problems at scale.,Hadoop|Scala,Finance,3068,169,open,2026-02-10 19:45:20,recruiter-00131
bc07cdc7-17c9-4efa-8446-90afd7144434,Engineering Manager,company-0498,Phoenix, AZ,CONTRACT,Internship,onsite,We are looking for a talented UX Designer to join our growing team. You will work on challenging problems at scale.,React|Node.js|TypeScript,Finance,4105,45,open,2026-03-20 18:45:20,recruiter-00422
9119ec5c-b198-49e4-b3f6-25befd00ccae,Software Engineer,company-0229,New York, NY,FULL_TIME,Associate,onsite,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,GCP|AWS|Azure,Energy,1399,272,open,2026-02-03 19:45:20,recruiter-00361
1df9f400-554b-466c-a272-389211f53e1e,Staff Engineer,company-0308,New York, NY,FULL_TIME,Director,remote,We are looking for a talented Staff Engineer to join our growing team. You will work on challenging problems at scale.,TensorFlow|PyTorch,Energy,909,296,open,2026-03-14 18:45:20,recruiter-00773
9a41f99e-f426-49b9-bd63-71c43340fb2a,Data Engineer,company-0342,Hybrid - New York,FULL_TIME,Associate,remote,We are looking for a talented Data Scientist to join our growing team. You will work on challenging problems at scale.,AWS|GCP,Consulting,4062,283,open,2026-02-05 19:45:20,recruiter-00516
77d8fe63-00c0-451a-a52b-a7584fd10ed1,QA Engineer,company-0019,Denver, CO,CONTRACT,Internship,remote,We are looking for a talented Data Scientist to join our growing team. You will work on challenging problems at scale.,AWS|Azure|Ansible|GCP,Media,69,179,open,2026-04-10 18:45:20,recruiter-00399
ea75d9a1-7e85-4126-aeb2-5d1662c4fe32,Cloud Architect,company-0114,Minneapolis, MN,CONTRACT,Mid-Senior,onsite,We are looking for a talented Site Reliability Engineer to join our growing team. You will work on challenging problems at scale.,Spark|Scala|Kafka,Consulting,1277,223,open,2026-04-04 18:45:20,recruiter-00497
e34e752f-ba6d-4a2a-90a8-e27d0d473151,Marketing Manager,company-0354,Austin, TX,INTERNSHIP,Associate,remote,We are looking for a talented Principal Engineer to join our growing team. You will work on challenging problems at scale.,UX|CSS|HTML,Transportation,3765,250,closed,2026-02-18 19:45:20,recruiter-00749
5cb622ab-4115-4038-85e8-31ef9f8604d9,Cloud Architect,company-0140,Chicago, IL,PART_TIME,Director,hybrid,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,CSS|React,Education,3381,39,open,2026-02-03 19:45:20,recruiter-00903
f0b6aefa-dcdf-4d67-8459-e7448dce5ee5,iOS Engineer,company-0098,New York, NY,FULL_TIME,Entry,onsite,We are looking for a talented Senior Software Engineer to join our growing team. You will work on challenging problems at scale.,Kubernetes|AWS|Go|gRPC,Transportation,4973,88,open,2026-04-06 18:45:20,recruiter-00200
12a39d65-76cc-4c4f-891f-1afef5863470,Cloud Architect,company-0318,Los Angeles, CA,CONTRACT,Associate,hybrid,We are looking for a talented Data Scientist to join our growing team. You will work on challenging problems at scale.,PostgreSQL|Python|Django|FastAPI,Finance,2832,106,open,2026-02-14 19:45:20,recruiter-00121
848e161a-fda1-4efa-b4a1-234a054499c3,DevOps Engineer,company-0103,Denver, CO,PART_TIME,Mid-Senior,hybrid,We are looking for a talented Backend Engineer to join our growing team. You will work on challenging problems at scale.,Kafka|Scala,Education,1350,172,open,2026-01-28 19:45:20,recruiter-00026
6b8c9605-a53c-4d91-bf52-8e2a31125c78,Site Reliability Engineer,company-0225,Los Angeles, CA,PART_TIME,Internship,onsite,We are looking for a talented Engineering Manager to join our growing team. You will work on challenging problems at scale.,Kubernetes|Go|gRPC|AWS,Manufacturing,188,17,open,2026-01-27 19:45:20,recruiter-00340
57d0277c-b238-47c8-8ffe-e9a98ad57465,Data Engineer,company-0342,Los Angeles, CA,CONTRACT,Entry,remote,We are looking for a talented Sales Engineer to join our growing team. You will work on challenging problems at scale.,UX|Vue,Technology,1982,65,open,2026-01-31 19:45:20,recruiter-00997
5919043d-b701-477c-bd14-e0997cb81309,DevOps Engineer,company-0059,Detroit, MI,INTERNSHIP,Internship,remote,We are looking for a talented Data Scientist to join our growing team. You will work on challenging problems at scale.,ML|TensorFlow,Transportation,1748,39,open,2026-03-20 18:45:20,recruiter-00369
6406223b-0292-4c34-9ef4-92ba3e8fef0d,Security Engineer,company-0234,Hybrid - Austin,INTERNSHIP,Entry,hybrid,We are looking for a talented Platform Engineer to join our growing team. You will work on challenging problems at scale.,Go|Kubernetes|gRPC,Retail,4215,50,closed,2026-03-17 18:45:20,recruiter-00713
0fa0c6a8-b3ab-45ce-8270-7b25ce889b0c,Infrastructure Engineer,company-0185,Detroit, MI,INTERNSHIP,Entry,onsite,We are looking for a talented Backend Engineer to join our growing team. You will work on challenging problems at scale.,Ansible|AWS|GCP,Transportation,1552,93,open,2026-01-31 19:45:20,recruiter-00593
115f8276-0ed7-4940-b7e4-ffb7350f9177,Android Engineer,company-0479,San Diego, CA,FULL_TIME,Associate,onsite,We are looking for a talented Engineering Manager to join our growing team. You will work on challenging problems at scale.,gRPC|Go,Technology,816,189,open,2026-03-21 18:45:20,recruiter-00062
bf5836a0-ca6e-49ec-9bec-bb7c3d201475,QA Engineer,company-0146,Hybrid - Seattle,PART_TIME,Entry,hybrid,We are looking for a talented Business Analyst to join our growing team. You will work on challenging problems at scale.,Python|ML|PyTorch|TensorFlow,Consulting,2153,231,open,2026-02-03 19:45:20,recruiter-00039
d9159545-7796-43b4-b80b-7e7598974038,Cloud Architect,company-0371,Austin, TX,INTERNSHIP,Mid-Senior,remote,We are looking for a talented Frontend Engineer to join our growing team. You will work on challenging problems at scale.,AWS|Ansible|GCP,Finance,4345,108,open,2026-03-27 18:45:20,recruiter-00735
bb70d558-ace4-417f-8770-0f647afe0295,ML Engineer,company-0360,Chicago, IL,FULL_TIME,Mid-Senior,hybrid,We are looking for a talented ML Engineer to join our growing team. You will work on challenging problems at scale.,TypeScript|JavaScript,Retail,987,52,open,2026-04-21 18:45:20,recruiter-00910
a71bc87d-a075-49ec-b154-a0fcddb320ce,Principal Engineer,company-0230,Minneapolis, MN,PART_TIME,Internship,remote,We are looking for a talented Marketing Manager to join our growing team. You will work on challenging problems at scale.,React|Node.js|TypeScript|JavaScript,Retail,2261,69,open,2026-04-21 18:45:20,recruiter-00061
0835471f-979a-45f7-bc7b-d820c41244dd,Technical Lead,company-0045,Seattle, WA,PART_TIME,Associate,hybrid,We are looking for a talented Engineering Manager to join our growing team. You will work on challenging problems at scale.,Scala|Kafka|Spark|Hadoop,Retail,3626,135,open,2026-02-26 19:45:20,recruiter-00764
f4900e72-7de2-4c32-8914-89363a430297,Technical Lead,company-0297,Portland, OR,CONTRACT,Internship,hybrid,We are looking for a talented Frontend Engineer to join our growing team. You will work on challenging problems at scale.,Rust|C++|Systems Programming,Energy,131,248,open,2026-03-27 18:45:20,recruiter-00475
cbd05296-fbe6-43eb-b734-7a6280eb6839,UI Designer,company-0064,Dallas, TX,CONTRACT,Associate,remote,We are looking for a talented DevOps Engineer to join our growing team. You will work on challenging problems at scale.,PostgreSQL|Django|Python,Healthcare,1095,108,open,2026-01-29 19:45:20,recruiter-00403
6bbdb188-b13a-4764-9d1a-599bda150845,Marketing Manager,company-0119,Minneapolis, MN,FULL_TIME,Mid-Senior,hybrid,We are looking for a talented Site Reliability Engineer to join our growing team. You will work on challenging problems at scale.,GCP|AWS|Terraform,Media,2698,276,open,2026-02-06 19:45:20,recruiter-00485
ace2266f-f621-4191-88cd-be9b26944ba6,Sales Engineer,company-0427,Hybrid - Seattle,INTERNSHIP,Entry,onsite,We are looking for a talented Product Manager to join our growing team. You will work on challenging problems at scale.,Scala|Kafka,Education,2909,232,open,2026-02-21 19:45:20,recruiter-00365
5ce1c630-91dd-4fb4-adcf-cf9a71c5c684,Staff Engineer,company-0022,Detroit, MI,PART_TIME,Mid-Senior,remote,We are looking for a talented UX Designer to join our growing team. You will work on challenging problems at scale.,TypeScript|JavaScript,Education,1830,209,open,2026-04-19 18:45:20,recruiter-00562
82b77ac3-9fef-45c8-a16c-8489917f415f,Marketing Manager,company-0470,Denver, CO,FULL_TIME,Director,onsite,We are looking for a talented Engineering Manager to join our growing team. You will work on challenging problems at scale.,Postgres|MongoDB,Energy,779,158,open,2026-04-13 18:45:20,recruiter-00901
5711add1-7726-4a9a-b6bc-fff69ce82022,Full Stack Engineer,company-0478,Remote,PART_TIME,Associate,onsite,We are looking for a talented DevOps Engineer to join our growing team. You will work on challenging problems at scale.,HTML|React,Technology,4129,252,open,2026-01-31 19:45:20,recruiter-00501
18564a0e-524c-4467-9d3a-e5be0c19ad85,ML Engineer,company-0266,Austin, TX,INTERNSHIP,Internship,hybrid,We are looking for a talented UX Designer to join our growing team. You will work on challenging problems at scale.,Python|PyTorch|TensorFlow|ML,Transportation,4005,96,open,2026-03-21 18:45:20,recruiter-00952
27e4c09a-ca43-4369-893e-27f53b1583de,Platform Engineer,company-0147,Hybrid - Austin,PART_TIME,Director,hybrid,We are looking for a talented Android Engineer to join our growing team. You will work on challenging problems at scale.,Elasticsearch|Redis|MongoDB|MySQL,Energy,1419,132,closed,2026-03-04 19:45:20,recruiter-00400
18bd8620-2ed3-4264-965b-badd08cb4c93,Staff Engineer,company-0167,Seattle, WA,INTERNSHIP,Director,hybrid,We are looking for a talented UI Designer to join our growing team. You will work on challenging problems at scale.,AWS|Kubernetes,Media,508,204,open,2026-04-10 18:45:20,recruiter-00771
1c82d2b0-38a9-4058-b2c2-de1840c1e193,Platform Engineer,company-0322,Hybrid - Austin,PART_TIME,Director,onsite,We are looking for a talented QA Engineer to join our growing team. You will work on challenging problems at scale.,React|HTML|UX,Retail,3799,122,open,2026-03-12 18:45:20,recruiter-00568
21b9f919-ffc6-41a8-9e99-6bd2940adae5,ML Engineer,company-0155,Dallas, TX,CONTRACT,Associate,hybrid,We are looking for a talented Data Analyst to join our growing team. You will work on challenging problems at scale.,gRPC|Kubernetes,Energy,3887,184,open,2026-02-10 19:45:20,recruiter-00839
3e9d7d1f-4fb0-42db-bab7-8d892e216d92,Data Scientist,company-0411,Dallas, TX,FULL_TIME,Mid-Senior,remote,We are looking for a talented Product Manager to join our growing team. You will work on challenging problems at scale.,ML|Python|PyTorch,Finance,2028,278,open,2026-04-13 18:45:20,recruiter-00742
fc426586-d0e5-407f-b09a-ca1c71e4bbc8,Product Manager,company-0315,Hybrid - Austin,FULL_TIME,Entry,remote,We are looking for a talented Data Analyst to join our growing team. You will work on challenging problems at scale.,Rust|C++|Systems Programming,Retail,3775,20,open,2026-02-04 19:45:20,recruiter-00974
90a9b445-169b-41c9-87d5-a0f76a5f9dc2,Backend Engineer,company-0468,Chicago, IL,CONTRACT,Mid-Senior,hybrid,We are looking for a talented Android Engineer to join our growing team. You will work on challenging problems at scale.,Spring Boot|Kubernetes,Energy,910,284,open,2026-03-04 19:45:20,recruiter-00236
188cbc69-2ded-416c-bf7a-f4a19573d8b1,Engineering Manager,company-0118,Phoenix, AZ,FULL_TIME,Entry,remote,We are looking for a talented Staff Engineer to join our growing team. You will work on challenging problems at scale.,Systems Programming|C++|Rust,Transportation,1907,190,open,2026-02-03 19:45:20,recruiter-00057
fc4c4683-58a1-415c-aca5-962b18c5cd58,Platform Engineer,company-0460,Hybrid - San Francisco,FULL_TIME,Director,onsite,We are looking for a talented Engineering Manager to join our growing team. You will work on challenging problems at scale.,Spark|Kafka|Scala|Hadoop,Transportation,4223,24,open,2026-02-22 19:45:20,recruiter-00825
2f6cacb4-7b8a-4e1b-9cea-16039bd3f582,DevOps Engineer,company-0386,Houston, TX,CONTRACT,Entry,hybrid,We are looking for a talented ML Engineer to join our growing team. You will work on challenging problems at scale.,Scala|Hadoop|Spark|Kafka,Education,2890,219,open,2026-02-18 19:45:20,recruiter-00569
88c63b26-ecd8-495d-b290-dd1598440e4d,ML Engineer,company-0113,San Francisco, CA,INTERNSHIP,Director,hybrid,We are looking for a talented Sales Engineer to join our growing team. You will work on challenging problems at scale.,gRPC|Go,Retail,980,218,open,2026-02-08 19:45:20,recruiter-00136
598181e2-3cae-49d2-8179-e9ca8a6c5943,UI Designer,company-0387,Miami, FL,PART_TIME,Internship,onsite,We are looking for a talented DevOps Engineer to join our growing team. You will work on challenging problems at scale.,Rust|C++,Finance,2875,236,open,2026-03-19 18:45:20,recruiter-00997
d05bf74c-e1f9-4698-94bc-b8ab832f4516,Engineering Manager,company-0386,Portland, OR,PART_TIME,Internship,onsite,We are looking for a talented Engineering Manager to join our growing team. You will work on challenging problems at scale.,GCP|Terraform|Azure|AWS,Consulting,4333,126,open,2026-03-21 18:45:20,recruiter-00919
f7a85725-06e6-4c01-a3f3-04dbac7276e5,Data Scientist,company-0428,New York, NY,FULL_TIME,Mid-Senior,onsite,We are looking for a talented Cloud Architect to join our growing team. You will work on challenging problems at scale.,Scala|Spark|Hadoop|Kafka,Finance,3749,256,open,2026-03-22 18:45:20,recruiter-00115
fbd6c894-a25f-4e74-bd9c-55439ce13819,Business Analyst,company-0066,Minneapolis, MN,FULL_TIME,Director,remote,We are looking for a talented Full Stack Engineer to join our growing team. You will work on challenging problems at scale.,Terraform|AWS,Media,4374,238,open,2026-02-09 19:45:20,recruiter-00616
a293087f-9078-4790-8f8e-90c3221721ef,Android Engineer,company-0376,Atlanta, GA,FULL_TIME,Associate,onsite,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,Kubernetes|AWS,Energy,1577,57,open,2026-03-01 19:45:20,recruiter-00962
4555ada9-6b08-48f5-8c36-5bcc5f7cf06b,Sales Engineer,company-0211,Hybrid - San Francisco,INTERNSHIP,Internship,remote,We are looking for a talented DevOps Engineer to join our growing team. You will work on challenging problems at scale.,Vue|HTML,Education,3056,13,open,2026-04-05 18:45:20,recruiter-00948
4c7cc08d-8100-4384-bf62-d901f7974932,Infrastructure Engineer,company-0315,Hybrid - Seattle,CONTRACT,Internship,onsite,We are looking for a talented Site Reliability Engineer to join our growing team. You will work on challenging problems at scale.,Vue|CSS|HTML,Energy,4235,193,open,2026-03-20 18:45:20,recruiter-00783
683ff308-1c1c-4136-abea-8c5e6ba58b63,Backend Engineer,company-0303,Hybrid - New York,INTERNSHIP,Mid-Senior,remote,We are looking for a talented Data Scientist to join our growing team. You will work on challenging problems at scale.,MongoDB|Postgres|Elasticsearch|MySQL,Retail,4295,265,open,2026-03-04 19:45:20,recruiter-00806
b6c39ce1-9e3b-4855-b8ea-a2641bdc6bd9,Android Engineer,company-0178,Los Angeles, CA,PART_TIME,Director,onsite,We are looking for a talented Marketing Manager to join our growing team. You will work on challenging problems at scale.,Elasticsearch|MySQL,Education,1279,104,open,2026-04-06 18:45:20,recruiter-00751
9c5a4d34-d25d-4938-9d1b-979d1896d562,Business Analyst,company-0028,Remote,INTERNSHIP,Associate,hybrid,We are looking for a talented Platform Engineer to join our growing team. You will work on challenging problems at scale.,Vue|HTML|UX|React,Consulting,3753,185,open,2026-02-07 19:45:20,recruiter-00688
77bf72d0-b086-4d12-b440-4f204fff3439,UI Designer,company-0241,Houston, TX,PART_TIME,Entry,hybrid,We are looking for a talented Data Engineer to join our growing team. You will work on challenging problems at scale.,Node.js|JavaScript,Consulting,2769,6,open,2026-02-13 19:45:20,recruiter-00783
49b7c7d4-caed-4f57-892f-e1197d446434,Principal Engineer,company-0051,Portland, OR,CONTRACT,Director,remote,We are looking for a talented Staff Engineer to join our growing team. You will work on challenging problems at scale.,Kubernetes|Spring Boot|Java|Docker,Media,3236,94,open,2026-02-13 19:45:20,recruiter-00686
4c794ca4-2fd5-4515-96a8-595eb3421935,ML Engineer,company-0287,Atlanta, GA,CONTRACT,Mid-Senior,remote,We are looking for a talented Platform Engineer to join our growing team. You will work on challenging problems at scale.,HTML|Vue|React|UX,Finance,2053,270,open,2026-03-30 18:45:20,recruiter-00782
d53fbf70-c12e-4ddc-9053-23f6915313d7,Senior Software Engineer,company-0258,San Jose, CA,FULL_TIME,Director,onsite,We are looking for a talented Data Engineer to join our growing team. You will work on challenging problems at scale.,Python|TensorFlow|PyTorch|ML,Consulting,4495,34,open,2026-02-04 19:45:20,recruiter-00058
28b27527-7ec7-46d9-ad17-7b9ab9a4e7d8,Data Scientist,company-0423,Detroit, MI,CONTRACT,Internship,onsite,We are looking for a talented Frontend Engineer to join our growing team. You will work on challenging problems at scale.,MySQL|Postgres|Elasticsearch,Transportation,875,241,open,2026-02-03 19:45:20,recruiter-00301
73532c87-215b-46cc-8d7a-d5b1d67c121d,Marketing Manager,company-0304,Miami, FL,FULL_TIME,Associate,onsite,We are looking for a talented Technical Lead to join our growing team. You will work on challenging problems at scale.,Scala|Spark|Kafka,Consulting,3736,128,open,2026-03-21 18:45:20,recruiter-00089
eff6b287-14a9-4dc6-a085-270be3f3b199,Data Analyst,company-0075,Miami, FL,CONTRACT,Associate,hybrid,We are looking for a talented Business Analyst to join our growing team. You will work on challenging problems at scale.,Vue|UX,Consulting,3423,83,open,2026-02-22 19:45:20,recruiter-00984
a3c77707-f85c-404b-a5fc-9ac0aba19ecb,Full Stack Engineer,company-0323,Atlanta, GA,INTERNSHIP,Associate,remote,We are looking for a talented Site Reliability Engineer to join our growing team. You will work on challenging problems at scale.,Postgres|MySQL|Elasticsearch|MongoDB,Consulting,2189,44,open,2026-03-23 18:45:20,recruiter-00863
50e2f9e0-267d-47c8-b7b4-6d2999810ac0,iOS Engineer,company-0157,Boston, MA,FULL_TIME,Internship,remote,We are looking for a talented QA Engineer to join our growing team. You will work on challenging problems at scale.,Elasticsearch|Redis,Media,1879,124,open,2026-04-15 18:45:20,recruiter-00708
cbb8dffa-1707-4ea0-8b5c-3204a965df95,Product Designer,company-0460,Nashville, TN,PART_TIME,Entry,remote,We are looking for a talented Marketing Manager to join our growing team. You will work on challenging problems at scale.,Go|AWS|Kubernetes|gRPC,Education,2788,25,open,2026-04-04 18:45:20,recruiter-00971
87a3ed75-885a-4c97-954a-7bbb5c3a3f50,Data Engineer,company-0226,Phoenix, AZ,PART_TIME,Entry,hybrid,We are looking for a talented Marketing Manager to join our growing team. You will work on challenging problems at scale.,Go|AWS|gRPC|Kubernetes,Transportation,4461,14,closed,2026-03-18 18:45:20,recruiter-00435
3b3e5d1c-765c-4480-93e0-b4373e0f7a3c,Staff Engineer,company-0058,San Diego, CA,CONTRACT,Associate,onsite,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,Kubernetes|Spring Boot|Java,Consulting,3187,199,open,2026-02-28 19:45:20,recruiter-00406
939e7844-19d2-4b78-854e-4c919c81a3fc,Site Reliability Engineer,company-0188,Dallas, TX,PART_TIME,Internship,remote,We are looking for a talented Senior Software Engineer to join our growing team. You will work on challenging problems at scale.,ML|Python|TensorFlow,Manufacturing,1244,129,closed,2026-04-04 18:45:20,recruiter-00642
02122d5a-9631-4fe0-ad8f-64300842c8b3,Solutions Architect,company-0433,Seattle, WA,CONTRACT,Internship,remote,We are looking for a talented Product Manager to join our growing team. You will work on challenging problems at scale.,HTML|UX|React|CSS,Manufacturing,928,210,open,2026-04-17 18:45:20,recruiter-00309
b4302719-3c94-4746-aebd-d7d5ebe93013,UX Designer,company-0015,Houston, TX,CONTRACT,Director,hybrid,We are looking for a talented Full Stack Engineer to join our growing team. You will work on challenging problems at scale.,ML|TensorFlow|PyTorch|Python,Consulting,2875,177,open,2026-03-13 18:45:20,recruiter-00255
38410c77-5003-48a3-bb65-7ab61251aac0,DevOps Engineer,company-0053,Remote,PART_TIME,Director,hybrid,We are looking for a talented Technical Lead to join our growing team. You will work on challenging problems at scale.,MySQL|Postgres,Manufacturing,26,200,open,2026-02-10 19:45:20,recruiter-00664
27b8dce7-b963-443c-af26-25bafcc164de,Backend Engineer,company-0081,Chicago, IL,INTERNSHIP,Internship,hybrid,We are looking for a talented Senior Software Engineer to join our growing team. You will work on challenging problems at scale.,React|Vue|UX|HTML,Education,1990,231,open,2026-03-15 18:45:20,recruiter-00749
7dc12177-8486-4ac2-a952-a68c9dc43463,Marketing Manager,company-0222,Nashville, TN,PART_TIME,Entry,remote,We are looking for a talented Staff Engineer to join our growing team. You will work on challenging problems at scale.,Kafka|Hadoop,Consulting,1440,216,open,2026-03-05 19:45:20,recruiter-00062
e1a33a22-52ed-4174-9e25-f3fdac702b44,UX Designer,company-0468,Portland, OR,CONTRACT,Entry,onsite,We are looking for a talented Platform Engineer to join our growing team. You will work on challenging problems at scale.,PostgreSQL|Django|Python,Education,1275,69,open,2026-01-29 19:45:20,recruiter-00808
dc940b2b-023e-4ada-8390-b54bcb1a26de,Cloud Architect,company-0281,New York, NY,PART_TIME,Mid-Senior,remote,We are looking for a talented Cloud Architect to join our growing team. You will work on challenging problems at scale.,Kafka|Scala|Spark|Hadoop,Energy,3362,43,open,2026-01-31 19:45:20,recruiter-00566
10f9d10b-3551-4b59-b33b-fe9b0a496e49,Security Engineer,company-0225,San Jose, CA,CONTRACT,Mid-Senior,hybrid,We are looking for a talented Engineering Manager to join our growing team. You will work on challenging problems at scale.,Elasticsearch|Redis|MySQL|MongoDB,Healthcare,1311,298,open,2026-04-17 18:45:20,recruiter-00356
08d68391-befd-4088-b238-d9b912193b92,Software Engineer,company-0260,Nashville, TN,INTERNSHIP,Internship,remote,We are looking for a talented ML Engineer to join our growing team. You will work on challenging problems at scale.,TypeScript|JavaScript|Node.js,Energy,2018,284,open,2026-03-09 18:45:20,recruiter-00879
3fcc3cd9-fd80-4ff4-86a1-05b7a66ab2a9,Platform Engineer,company-0468,Seattle, WA,CONTRACT,Internship,hybrid,We are looking for a talented Business Analyst to join our growing team. You will work on challenging problems at scale.,PostgreSQL|Python|Django,Healthcare,1420,42,closed,2026-02-24 19:45:20,recruiter-00425
1f6c2cc0-f52d-49b0-adaa-37948bd7022e,Engineering Manager,company-0264,Minneapolis, MN,INTERNSHIP,Internship,remote,We are looking for a talented Business Analyst to join our growing team. You will work on challenging problems at scale.,Rust|C++|Systems Programming,Transportation,175,8,open,2026-02-14 19:45:20,recruiter-00851
32c06851-8f83-4a85-9d80-1016bd0a699e,Engineering Manager,company-0068,Los Angeles, CA,PART_TIME,Internship,onsite,We are looking for a talented UI Designer to join our growing team. You will work on challenging problems at scale.,GCP|Terraform,Technology,667,249,open,2026-03-23 18:45:20,recruiter-00507
9400fd30-3c2c-4eff-a948-cb3c61c0bb54,Infrastructure Engineer,company-0271,San Diego, CA,FULL_TIME,Internship,remote,We are looking for a talented DevOps Engineer to join our growing team. You will work on challenging problems at scale.,React|TypeScript|JavaScript|Node.js,Healthcare,3497,39,open,2026-02-01 19:45:20,recruiter-00905
6af2251e-0b81-46ac-9713-f22eeb2a67dc,Full Stack Engineer,company-0021,Hybrid - Austin,CONTRACT,Internship,remote,We are looking for a talented Cloud Architect to join our growing team. You will work on challenging problems at scale.,MySQL|Redis,Manufacturing,4165,218,open,2026-04-27 18:45:20,recruiter-00566
dc23c5f1-b21c-4be2-be9a-5c0b4d8708ad,Infrastructure Engineer,company-0335,Columbus, OH,INTERNSHIP,Entry,onsite,We are looking for a talented iOS Engineer to join our growing team. You will work on challenging problems at scale.,Go|gRPC,Consulting,3258,176,open,2026-02-17 19:45:20,recruiter-00802
70725022-3f9d-4cde-a0c4-3ea28874ba76,Platform Engineer,company-0295,New York, NY,FULL_TIME,Mid-Senior,remote,We are looking for a talented Full Stack Engineer to join our growing team. You will work on challenging problems at scale.,Azure|AWS|Terraform,Consulting,4436,141,open,2026-04-10 18:45:20,recruiter-00661
5b5caa7f-5ad8-4b63-a2ae-ef92bc8f1043,Product Manager,company-0015,Boston, MA,INTERNSHIP,Mid-Senior,hybrid,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,HTML|React|Vue,Healthcare,569,71,open,2026-04-15 18:45:20,recruiter-00832
2a93e713-bd9e-45b8-af78-ced69a6f9be1,Backend Engineer,company-0421,Nashville, TN,CONTRACT,Entry,hybrid,We are looking for a talented Site Reliability Engineer to join our growing team. You will work on challenging problems at scale.,React|Vue,Manufacturing,759,208,open,2026-04-08 18:45:20,recruiter-00315
0761bbd4-32d9-4b5c-8a2e-302d43a8a044,Frontend Engineer,company-0032,Columbus, OH,FULL_TIME,Associate,remote,We are looking for a talented Sales Engineer to join our growing team. You will work on challenging problems at scale.,Elasticsearch|MySQL|Postgres|MongoDB,Healthcare,170,255,open,2026-02-02 19:45:20,recruiter-00242
1d30b079-b419-4a27-9d0c-397518221556,Infrastructure Engineer,company-0464,Detroit, MI,FULL_TIME,Mid-Senior,remote,We are looking for a talented Business Analyst to join our growing team. You will work on challenging problems at scale.,gRPC|AWS|Go,Retail,4406,144,open,2026-02-07 19:45:20,recruiter-00855
139c439d-f35a-4bce-803f-27e6af0ef2a6,Business Analyst,company-0263,Boston, MA,PART_TIME,Entry,onsite,We are looking for a talented QA Engineer to join our growing team. You will work on challenging problems at scale.,Python|TensorFlow|PyTorch,Finance,2001,142,open,2026-03-03 19:45:20,recruiter-00441
7cc9e745-3bf6-4d4d-aef8-ed919ee35149,Software Engineer,company-0432,Denver, CO,INTERNSHIP,Director,onsite,We are looking for a talented Data Analyst to join our growing team. You will work on challenging problems at scale.,MongoDB|Redis|MySQL,Media,1567,193,open,2026-03-19 18:45:20,recruiter-00584
fa54e1b9-d9e4-4ed5-826a-7b7cc327b62a,Product Designer,company-0253,Hybrid - Seattle,PART_TIME,Entry,onsite,We are looking for a talented Solutions Architect to join our growing team. You will work on challenging problems at scale.,Java|Kubernetes|Docker,Healthcare,1150,286,open,2026-04-10 18:45:20,recruiter-00922
3a109a1f-27db-4089-9ba3-6f980aafc55d,Sales Engineer,company-0165,Hybrid - Austin,FULL_TIME,Internship,remote,We are looking for a talented Product Designer to join our growing team. You will work on challenging problems at scale.,Kafka|Spark|Hadoop|Scala,Manufacturing,1406,31,open,2026-03-18 18:45:20,recruiter-00330
bc7094fc-5408-4704-97ff-d01ed26965ee,DevOps Engineer,company-0016,Hybrid - San Francisco,PART_TIME,Internship,onsite,We are looking for a talented iOS Engineer to join our growing team. You will work on challenging problems at scale.,Kafka|Scala|Spark,Healthcare,2504,70,open,2026-03-11 18:45:20,recruiter-00279
